City,Customer Age,Customer Name,Customer Segment,Discount,Number of Records,Order Date,Order ID,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Row ID,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
Marion,43.0,Laura Armstrong,Corporate,0.07,1,2012-10-13,53766,Not Specified,22,0.69,Furniture,Jumbo Box,Bevis Rectangular Conference Tables,Tables,-574.5597,East,7526,3122.55,2012-10-14,Delivery Truck,46.2,Ohio,145.98,43302
Mansfield,43.0,James Lanier,Corporate,0.05,1,2012-10-13,8835,Critical,12,0.43,Furniture,Small Pack,Advantus Panel Wall Certificate Holder - 8.5X11,Office Furnishings,-6.15,Central,1208,153.44,2012-10-14,Regular Air,6.02,Texas,12.2,76063
Pharr,43.0,Tamara Dahlen,Corporate,0.02,1,2012-10-13,17024,Medium,31,0.56,Office Supplies,Small Box,Belkin F9M820V08 8 Outlet Surge,Appliances,426.44,Central,2358,1401.75,2012-10-15,Regular Air,4.62,Texas,42.98,78577
New Berlin,43.0,Sean Christensen,Home Office,0.01,1,2012-10-13,22208,High,37,0.74,Technology,Small Box,Microsoft Multimedia Keyboard,Computer Peripherals,18.59,Central,3096,1138.43,2012-10-15,Regular Air,4.0,Wisconsin,30.97,53151
New Berlin,43.0,Sean Christensen,Home Office,0.08,1,2012-10-13,22208,High,50,0.58,Technology,Small Box,Timeport L7089,Telephones And Communication,1379.763,Central,3097,5271.0455,2012-10-15,Regular Air,7.69,Wisconsin,125.99,53151
State College,43.0,Max Jones,Home Office,0.0,1,2012-10-13,43360,Low,48,0.43,Furniture,Small Box,Eldon® Wave Desk Accessories,Office Furnishings,-178.29,East,6121,112.16,2012-10-20,Regular Air,5.33,Pennsylvania,2.08,16801
Galesburg,43.0,Julia West,Consumer,0.1,1,2012-10-15,40160,Critical,23,0.46,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,202.87,Central,5681,1404.22,2012-10-16,Regular Air,14.48,Illinois,63.94,61401
Clinton,43.0,Justin Hirsh,Consumer,0.07,1,2012-10-15,47108,Not Specified,19,0.39,Furniture,Small Pack,3M Polarizing Light Filter Sleeves,Office Furnishings,187.15,Central,6621,359.68,2012-10-16,Regular Air,3.77,Michigan,18.65,49236
Dearborn,43.0,Justin Hirsh,Consumer,0.08,1,2012-10-15,47108,Not Specified,9,0.57,Technology,Small Box,2180,Telephones And Communication,-382.569,Central,6624,1288.515,2012-10-16,Express Air,8.99,Michigan,175.99,48126
Grove City,43.0,Sarah Foster,Corporate,0.08,1,2012-10-15,56995,Medium,27,0.39,Office Supplies,Small Box,Binder Posts,Binders And Binder Accessories,-57.063,East,7970,157.57,2012-10-17,Express Air,5.01,Ohio,5.74,43123
Goleta,43.0,Damala Kotsonis,Corporate,0.04,1,2012-10-15,57248,Critical,34,0.37,Office Supplies,Small Box,Cardinal Holdit Business Card Pockets,Binders And Binder Accessories,-84.4215,West,8009,167.5,2012-10-17,Regular Air,4.95,California,4.98,93117
Hattiesburg,43.0,Jennifer Jackson,Home Office,0.02,1,2012-10-15,17028,High,19,0.56,Office Supplies,Small Box,"Boston® Ranger® #55 Pencil Sharpener, Black",Pens & Art Supplies,82.96,South,2359,513.5,2012-10-17,Regular Air,5.37,Mississippi,25.99,39401
Dearborn,43.0,Justin Hirsh,Consumer,0.06,1,2012-10-15,47108,Not Specified,7,0.4,Technology,Medium Box,Canon P1-Dhiii Palm Printing Calculator,Office Machines,-43.7436,Central,6622,131.55,2012-10-17,Regular Air,8.51,Michigan,17.98,48126
Dearborn,43.0,Justin Hirsh,Consumer,0.1,1,2012-10-15,47108,Not Specified,26,0.4,Office Supplies,Small Box,Xerox 1896,Paper,9.95,Central,6623,258.11,2012-10-18,Express Air,4.78,Michigan,9.99,48126
Pleasant Grove,43.0,Cari Sayre,Corporate,0.01,1,2012-10-15,8165,Low,35,0.36,Office Supplies,Small Box,Xerox 1922,Paper,-149.66,West,1115,183.45,2012-10-24,Regular Air,7.44,Utah,4.98,84062
Batavia,43.0,Beth Paige,Consumer,0.03,1,2012-10-17,7906,Medium,37,0.5,Office Supplies,Medium Box,3M Office Air Cleaner,Appliances,271.78,Central,1073,1003.06,2012-10-17,Regular Air,5.37,Illinois,25.98,60510
Carol City,43.0,Gary Mcgarr,Home Office,0.0,1,2012-10-17,31493,High,8,0.43,Furniture,Small Pack,Advantus Panel Wall Certificate Holder - 8.5X11,Office Furnishings,46.74,South,4414,112.47,2012-10-18,Express Air,6.02,Florida,12.2,33055
Bozeman,43.0,Laurel Workman,Home Office,0.06,1,2012-10-17,43044,Medium,23,0.35,Office Supplies,Small Box,Storex Duratech Recycled Plastic Frosted Binders,Binders And Binder Accessories,-73.071,West,6075,103.5,2012-10-19,Regular Air,5.41,Montana,4.24,59715
Bozeman,43.0,Laurel Workman,Home Office,0.04,1,2012-10-17,43044,Medium,3,0.39,Technology,Large Box,Polycom Viewstation™ Isdn Videoconferencing Unit,Office Machines,-12557.9976,West,6076,19707.2,2012-10-19,Regular Air,24.49,Montana,6783.02,59715
Kettering,43.0,Katherine Nockton,Home Office,0.09,1,2012-10-17,13761,Low,32,0.83,Office Supplies,Large Box,Space Solutions™ Industrial Galvanized Steel Shelving.,Storage & Organization,-949.09,East,1918,2421.44,2012-10-21,Regular Air,35.0,Ohio,78.8,45429
Bowling Green,43.0,Brian Moss,Corporate,0.04,1,2012-10-18,2086,Critical,38,0.56,Technology,Small Box,Talkabout T8367,Telephones And Communication,371.412,South,304,2115.242,2012-10-19,Regular Air,8.99,Kentucky,65.99,42104
Bowling Green,43.0,Brian Moss,Corporate,0.01,1,2012-10-18,2086,Critical,24,0.36,Office Supplies,Small Box,Xerox 1908,Paper,699.31,South,303,1411.58,2012-10-20,Express Air,4.86,Kentucky,55.98,42104
Covington,43.0,Brian Moss,Corporate,0.01,1,2012-10-18,2086,Critical,9,0.52,Furniture,Medium Box,Safco Folding Chair Trolley,Chairs & Chairmats,218.48,South,305,1246.68,2012-10-21,Regular Air,12.65,Kentucky,128.24,41011
Saginaw,43.0,Khloe Miller,Home Office,0.02,1,2012-10-18,26342,Low,41,0.37,Office Supplies,Small Box,Xerox 1937,Paper,931.7,Central,3685,1993.94,2012-10-23,Regular Air,5.79,Michigan,48.04,48601
Tacoma,43.0,Christine Abelman,Corporate,0.01,1,2012-10-18,41255,Low,22,0.64,Furniture,Medium Box,"Tenex Traditional Chairmats For Medium Pile Carpet, Standard Lip, 36"" X 48""",Office Furnishings,331.48,West,5818,1333.19,2012-10-25,Regular Air,12.23,Washington,60.65,98408
Saginaw,43.0,Khloe Miller,Home Office,0.04,1,2012-10-18,26342,Low,3,0.37,Office Supplies,Small Box,Xerox 1986,Paper,-10.77,Central,3686,24.73,2012-10-25,Regular Air,4.91,Michigan,6.68,48601
Saginaw,43.0,Khloe Miller,Home Office,0.02,1,2012-10-18,26342,Low,24,0.4,Office Supplies,Small Box,Hammermill Color Copier Paper (28Lb. And 96 Bright),Paper,-128.69,Central,3684,265.35,2012-10-27,Regular Air,11.59,Michigan,9.99,48601
Virginia Beach,43.0,Nora Price,Small Business,0.07,1,2012-10-19,53222,Low,2,0.37,Office Supplies,Small Box,Xerox 1905,Paper,-15.13,South,7460,21.71,2012-10-19,Regular Air,9.54,Virginia,6.48,23464
San Francisco,43.0,Karen Carlisle,Corporate,0.01,1,2012-10-19,39649,High,10,0.58,Technology,Small Box,Cf 688,Telephones And Communication,-202.851,West,5589,1351.653,2012-10-20,Express Air,8.99,California,155.99,94110
San Gabriel,43.0,Karen Carlisle,Corporate,0.01,1,2012-10-19,39649,High,9,0.36,Office Supplies,Small Box,Xerox 1983,Paper,-17.48,West,5590,63.0,2012-10-21,Regular Air,5.46,California,5.98,91776
Sanford,43.0,Tanja Norvell,Consumer,0.05,1,2012-10-19,28614,Critical,50,0.49,Technology,Small Box,Gyration Rf Keyboard,Computer Peripherals,2992.8,South,4010,7827.51,2012-10-21,Regular Air,5.5,Florida,159.99,32771
Indian Trail,43.0,Liz Pelletier,Corporate,0.05,1,2012-10-19,52615,Low,4,0.6,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,-139.53,South,7380,67.22,2012-10-23,Regular Air,49.0,North Carolina,4.48,28079
Indian Trail,43.0,Liz Pelletier,Corporate,0.1,1,2012-10-19,52615,Low,18,0.35,Office Supplies,Small Box,Storex Duratech Recycled Plastic Frosted Binders,Binders And Binder Accessories,-64.078,South,7381,76.85,2012-10-23,Regular Air,5.41,North Carolina,4.24,28079
Rose Hill,43.0,Dean Percer,Consumer,0.0,1,2012-10-20,50626,Medium,18,0.66,Furniture,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Bookcases,248.19,South,7093,3267.41,2012-10-21,Delivery Truck,35.89,Virginia,170.98,24281
La Grange,43.0,William Brown,Home Office,0.09,1,2012-10-20,36835,Critical,25,0.52,Furniture,Large Box,Safco Arco Folding Chair,Chairs & Chairmats,1653.6,South,5182,6685.05,2012-10-21,Regular Air,24.49,Georgia,276.2,30240
La Grange,43.0,William Brown,Home Office,0.03,1,2012-10-20,36835,Critical,18,0.46,Furniture,Small Box,"Howard Miller 16"" Diameter Gallery Wall Clock",Office Furnishings,257.59,South,5183,1175.53,2012-10-21,Regular Air,14.48,Georgia,63.94,30240
Tonawanda,43.0,Alan Haines,Consumer,0.06,1,2012-10-20,19522,Medium,44,0.38,Office Supplies,Small Box,Durable Pressboard Binders,Binders And Binder Accessories,21.335,East,2697,161.8,2012-10-21,Regular Air,1.49,New York,3.8,14150
Tonawanda,43.0,Alan Haines,Consumer,0.06,1,2012-10-20,19522,Medium,37,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,-1.53,East,2698,64.36,2012-10-21,Regular Air,0.7,New York,1.76,14150
Greenville,43.0,Magdelene Morse,Home Office,0.06,1,2012-10-20,16196,High,39,0.59,Technology,Small Box,Startac 6500,Telephones And Communication,671.949,Central,2250,3925.9715,2012-10-21,Regular Air,8.8,Texas,125.99,75401
Greenville,43.0,Magdelene Morse,Home Office,0.03,1,2012-10-20,16196,High,44,0.55,Furniture,Large Box,Hon Pagoda™ Stacking Chairs,Chairs & Chairmats,5034.15,Central,2249,14521.39,2012-10-22,Regular Air,24.49,Texas,320.98,75401
La Grange,43.0,William Brown,Home Office,0.03,1,2012-10-20,36835,Critical,39,0.38,Office Supplies,Small Box,Gbc Proclick™ 150 Presentation Binding System,Binders And Binder Accessories,5081.8695,South,5181,12073.06,2012-10-22,Regular Air,19.99,Georgia,315.98,30240
Lacey,43.0,Steven Roelle,Small Business,0.0,1,2012-10-20,12581,High,31,0.58,Technology,Small Box,I1000,Telephones And Communication,341.1,West,1756,1768.969,2012-10-22,Express Air,5.99,Washington,65.99,98503
Rose Hill,43.0,Dean Percer,Consumer,0.04,1,2012-10-20,50626,Medium,42,0.5,Technology,Large Box,Canon Pc1080F Personal Copier,Copiers And Fax,9498.6,South,7094,26126.92,2012-10-22,Regular Air,24.49,Virginia,599.99,24281
Steubenville,43.0,Cathy Prescott,Corporate,0.02,1,2012-10-21,26565,Medium,49,0.58,Office Supplies,Small Box,Smead Adjustable Mobile File Trolley With Lockable Top,Storage & Organization,7606.0,East,3718,21337.27,2012-10-22,Regular Air,19.99,Ohio,419.19,43952
Rome,43.0,Maya Herman,Corporate,0.08,1,2012-10-21,11335,High,3,0.39,Office Supplies,Small Box,Avery White Multi-Purpose Labels,Labels,-2.42,South,1569,14.84,2012-10-22,Regular Air,0.49,Georgia,4.98,30161
Rapid City,43.0,Philip Brown,Home Office,0.06,1,2012-10-21,6246,Not Specified,13,0.39,Office Supplies,Wrap Bag,Staples Vinyl Coated Paper Clips,Rubber Bands,11.72,Central,870,52.38,2012-10-23,Regular Air,0.99,South Dakota,3.93,57701
Rome,43.0,Maya Herman,Corporate,0.09,1,2012-10-21,11335,High,8,0.36,Technology,Jumbo Drum,Epson C82 Color Inkjet Printer,Office Machines,-13.1022,South,1570,922.47,2012-10-23,Delivery Truck,14.0,Georgia,119.99,30161
Montclair,43.0,Bruce Stewart,Corporate,0.0,1,2012-10-21,58693,Low,50,0.37,Office Supplies,Small Box,"Gbc Pre-Punched Binding Paper, Plastic, White, 8-1/2"" X 11""",Binders And Binder Accessories,-126.684,South,8210,876.64,2012-10-25,Regular Air,13.18,Virginia,15.99,22025
Stratford,43.0,Sara Luxemburg,Small Business,0.01,1,2012-10-22,48929,High,1,0.38,Office Supplies,Small Box,Xerox 1880,Paper,-48.91,East,6866,55.43,2012-10-23,Regular Air,19.99,Connecticut,35.44,6614
Stoneham,43.0,Sara Luxemburg,Small Business,0.03,1,2012-10-22,48929,High,45,0.37,Office Supplies,Small Box,Xerox 1938,Paper,939.67,East,6865,2096.7,2012-10-25,Regular Air,5.86,Ma,47.9,2180
Watauga,43.0,Amy Cox,Corporate,0.06,1,2012-10-23,34918,Medium,12,0.59,Furniture,Jumbo Drum,Global Ergonomic Managers Chair,Chairs & Chairmats,273.27,Central,4907,2230.97,2012-10-24,Delivery Truck,26.2,Texas,180.98,76148
Oswego,43.0,Brendan Dodson,Corporate,0.06,1,2012-10-23,34631,Not Specified,5,0.4,Office Supplies,Small Box,Cardinal Poly Pocket Divider Pockets For Ring Binders,Binders And Binder Accessories,-22.2755,Central,4864,22.06,2012-10-24,Regular Air,6.27,Illinois,3.36,60543
Watauga,43.0,Amy Cox,Corporate,0.01,1,2012-10-23,34918,Medium,25,0.42,Furniture,Wrap Bag,"Master Caster Door Stop, Large Neon Orange",Office Furnishings,-60.61,Central,4908,200.77,2012-10-25,Regular Air,7.98,Texas,7.28,76148
Oswego,43.0,Brendan Dodson,Corporate,0.07,1,2012-10-23,34631,Not Specified,19,0.41,Technology,Large Box,Canon Pc1060 Personal Laser Copier,Copiers And Fax,2808.219,Central,4865,12616.2,2012-10-25,Regular Air,24.49,Illinois,699.99,60543
Aurora,43.0,Eugene Moren,Home Office,0.04,1,2012-10-24,4835,Critical,3,0.82,Office Supplies,Wrap Bag,Letter Slitter,"Scissors, Rulers And Trimmers",-7.6,West,693,9.4,2012-10-24,Regular Air,1.92,Colorado,2.52,80013
Coos Bay,43.0,Trudy Bell,Consumer,0.02,1,2012-10-24,38887,Critical,25,0.38,Office Supplies,Small Box,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Binders And Binder Accessories,28.458,West,5475,378.9,2012-10-25,Regular Air,7.17,Oregon,14.45,97420
Coos Bay,43.0,Trudy Bell,Consumer,0.07,1,2012-10-24,38887,Critical,50,0.46,Office Supplies,Wrap Bag,Dixon Ticonderoga® Erasable Checking Pencils,Pens & Art Supplies,25.05,West,5476,264.05,2012-10-26,Regular Air,1.99,Oregon,5.58,97420
Davis,43.0,Patrick Bzostek,Consumer,0.02,1,2012-10-25,50656,Critical,39,0.43,Furniture,Small Box,"Dax Copper Panel Document Frame, 5 X 7 Size",Office Furnishings,48.6,West,7097,485.97,2012-10-25,Regular Air,5.16,California,12.58,95616
Davis,43.0,Patrick Bzostek,Consumer,0.01,1,2012-10-25,50656,Critical,31,0.6,Furniture,Jumbo Drum,Global Troy™ Executive Leather Low-Back Tilter,Chairs & Chairmats,5325.14,West,7096,16451.33,2012-10-26,Delivery Truck,56.0,California,500.98,95616
Davis,43.0,Patrick Bzostek,Consumer,0.1,1,2012-10-25,50656,Critical,15,0.52,Furniture,Wrap Bag,Deflect-O® Glasstique™ Clear Desk Accessories,Office Furnishings,-20.95,West,7098,109.71,2012-10-26,Regular Air,3.68,California,7.7,95616
Kennesaw,43.0,William Brown,Home Office,0.05,1,2012-10-25,17124,Critical,39,0.84,Office Supplies,Wrap Bag,Serrated Blade Or Curved Handle Hand Letter Openers,"Scissors, Rulers And Trimmers",-55.72,South,2366,128.31,2012-10-26,Express Air,1.92,Georgia,3.14,30144
Davis,43.0,Patrick Bzostek,Consumer,0.0,1,2012-10-25,50656,Critical,42,0.59,Office Supplies,Small Box,"Eureka Sanitaire ® Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,-139.13,West,7095,194.2,2012-10-27,Regular Air,5.15,California,4.37,95616
Burlington,43.0,Chuck Sachs,Consumer,0.09,1,2012-10-26,38599,High,27,0.82,Office Supplies,Large Box,Tennsco Regal Shelving Units,Storage & Organization,-741.81,East,5436,2651.23,2012-10-27,Regular Air,35.0,Ma,101.41,1803
Jackson,43.0,Trudy Brown,Small Business,0.08,1,2012-10-27,15904,Not Specified,39,0.56,Office Supplies,Wrap Bag,Newell 342,Pens & Art Supplies,-109.02,South,2203,124.01,2012-10-28,Regular Air,3.97,Tennessee,3.28,38301
Jackson,43.0,Trudy Brown,Small Business,0.09,1,2012-10-27,15904,Not Specified,49,0.59,Office Supplies,Small Pack,Sanford 52201 Apsco Electric Pencil Sharpener,Pens & Art Supplies,129.95,South,2204,1836.84,2012-10-29,Express Air,8.99,Tennessee,40.97,38301
Vancouver,43.0,Clay Cheatham,Small Business,0.0,1,2012-10-27,17251,Not Specified,26,0.57,Technology,Small Box,5170I,Telephones And Communication,667.278,West,2377,2951.438,2012-10-29,Regular Air,8.99,Washington,125.99,98661
Paducah,43.0,Max Ludwig,Corporate,0.08,1,2012-10-28,19105,High,29,0.36,Office Supplies,Small Box,Xerox 1983,Paper,-59.75,South,2640,172.98,2012-10-28,Regular Air,5.46,Kentucky,5.98,42003
Rochester,43.0,Sheri Gordon,Corporate,0.1,1,2012-10-28,7623,Critical,32,0.37,Office Supplies,Small Box,Xerox 1941,Paper,1480.15,East,1043,3080.07,2012-10-29,Regular Air,4.65,New York,104.85,14609
Rochester,43.0,Sheri Gordon,Corporate,0.03,1,2012-10-28,7623,Critical,18,0.52,Office Supplies,Large Box,Honeywell Enviracaire Portable Hepa Air Cleaner For 17' X 22' Room,Appliances,1603.12,East,1041,5459.32,2012-10-30,Regular Air,24.49,New York,300.65,14609
Paducah,43.0,Max Ludwig,Corporate,0.1,1,2012-10-28,19105,High,31,0.38,Office Supplies,Small Box,Xerox 1917,Paper,511.51,South,2639,1370.56,2012-10-30,Regular Air,5.97,Kentucky,48.91,42003
Wauwatosa,43.0,Victoria Wilson,Home Office,0.09,1,2012-10-28,32737,High,14,0.38,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders And Binder Accessories,116.7985,Central,4597,367.11,2012-10-30,Regular Air,1.49,Wisconsin,28.53,53213
Prattville,43.0,Patrick Jones,Home Office,0.02,1,2012-10-28,48896,Critical,43,0.37,Office Supplies,Small Box,Xerox 1939,Paper,106.93,South,6861,856.9,2012-10-30,Regular Air,9.54,Alabama,18.97,36067
Rochester,43.0,Sheri Gordon,Corporate,0.06,1,2012-10-28,7623,Critical,37,0.45,Technology,Small Box,Us Robotics 56K V.92 Internal Pci Faxmodem,Computer Peripherals,21.5,East,1042,1793.42,2012-10-30,Regular Air,19.99,New York,49.99,14609
Macon,44.0,William Brown,Home Office,0.02,1,2012-10-29,56064,Medium,41,0.38,Office Supplies,Small Box,Lock-Up Easel 'Spel-Binder',Binders And Binder Accessories,515.6185,South,7841,1169.26,2012-10-29,Regular Air,1.49,Georgia,28.53,31204
Pueblo,43.0,Cathy Armstrong,Consumer,0.02,1,2012-10-29,3395,Not Specified,7,0.38,Office Supplies,Small Box,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,25.59,West,492,107.88,2012-10-30,Regular Air,1.39,Colorado,15.57,81001
Pueblo,43.0,Cathy Armstrong,Consumer,0.02,1,2012-10-29,3395,Not Specified,29,0.83,Office Supplies,Small Box,"Iris® 3-Drawer Stacking Bin, Black",Storage & Organization,-255.66,West,493,623.02,2012-10-30,Regular Air,11.52,Colorado,20.89,81001
Edgewood,44.0,Michelle Tran,Corporate,0.01,1,2012-10-29,52291,Critical,5,0.57,Technology,Wrap Bag,Accessory25,Telephones And Communication,-72.402,East,7339,88.315,2012-10-30,Regular Air,0.99,Maryland,20.99,21040
New Smyrna Beach,44.0,Craig Molinari,Small Business,0.03,1,2012-10-29,31910,Medium,6,0.85,Technology,Small Box,Accessory27,Telephones And Communication,-190.025,South,4484,187.6375,2012-10-30,Regular Air,5.0,Florida,35.99,32168
Pueblo West,43.0,Cathy Armstrong,Consumer,0.06,1,2012-10-29,3395,Not Specified,31,0.36,Office Supplies,Small Box,"Acco Presstex® Data Binder With Storage Hooks, Dark Blue, 14 7/8"" X 11""",Binders And Binder Accessories,-59.8805,West,490,181.17,2012-10-31,Express Air,5.24,Colorado,5.38,81007
Pueblo West,43.0,Cathy Armstrong,Consumer,0.03,1,2012-10-29,3395,Not Specified,1,0.38,Office Supplies,Small Box,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Paper,-10.29,West,491,13.16,2012-10-31,Regular Air,5.96,Colorado,7.35,81007
Edgewood,44.0,Michelle Tran,Corporate,0.04,1,2012-10-29,52291,Critical,48,0.6,Office Supplies,Wrap Bag,Newell 315,Pens & Art Supplies,57.28,East,7338,287.54,2012-10-31,Regular Air,0.96,Maryland,5.98,21040
Oakton,43.0,Lynn Smith,Corporate,0.02,1,2012-10-29,22628,Medium,30,0.57,Furniture,Jumbo Drum,Bevis Steel Folding Chairs,Chairs & Chairmats,-1111.45,South,3153,2951.7,2012-11-01,Delivery Truck,74.35,Virginia,95.95,22124
Holladay,44.0,Larry Tron,Home Office,0.1,1,2012-10-30,26627,Medium,25,0.42,Office Supplies,Wrap Bag,Sanford Pocket Accent® Highlighters,Pens & Art Supplies,-13.88,West,3723,38.37,2012-10-30,Regular Air,1.29,Utah,1.6,84117
Camp Springs,44.0,Gary Mcgarr,Home Office,0.05,1,2012-10-30,44134,High,35,0.47,Furniture,Small Pack,"Executive Impressions 12"" Wall Clock",Office Furnishings,50.04,East,6232,620.02,2012-11-01,Regular Air,8.99,Maryland,17.67,20746
Pensacola,44.0,Rachel Payne,Consumer,0.06,1,2012-10-30,43554,Critical,9,0.39,Office Supplies,Wrap Bag,"Telephone Message Books With Fax/Mobile Section, 4 1/4"" X 6""",Paper,-5.46,South,6151,34.18,2012-11-02,Regular Air,2.2,Florida,3.6,32503
Brandon,44.0,Gary Hwang,Home Office,0.1,1,2012-10-30,20229,Low,47,0.39,Office Supplies,Wrap Bag,Staples Metal Binder Clips,Rubber Bands,25.2,South,2804,116.06,2012-11-06,Regular Air,0.8,Florida,2.62,33511
Hacienda Heights,44.0,Dan Campbell,Corporate,0.06,1,2012-10-31,24003,Critical,9,0.81,Office Supplies,Wrap Bag,Bagged Rubber Bands,Rubber Bands,-6.12,West,3353,11.89,2012-10-31,Regular Air,0.7,California,1.26,91745
Danbury,44.0,Dan Campbell,Corporate,0.02,1,2012-10-31,24003,Critical,50,0.66,Office Supplies,Small Box,2300 Heavy-Duty Transfer File Systems By Perma,Storage & Organization,4.69,East,3352,1318.49,2012-11-01,Regular Air,8.79,Connecticut,24.98,6810
Branford,44.0,Dan Campbell,Corporate,0.06,1,2012-10-31,24003,Critical,49,0.56,Office Supplies,Wrap Bag,Newell 310,Pens & Art Supplies,1.33,East,3351,87.44,2012-11-02,Regular Air,0.7,Connecticut,1.76,6405
Lewiston,44.0,Dan Campbell,Corporate,0.05,1,2012-10-31,24003,Critical,4,0.38,Technology,Wrap Bag,Accessory41,Telephones And Communication,-116.512,East,3354,129.7865,2012-11-02,Express Air,5.99,Maine,35.99,4240
